geo_name,geo_id,geo_level,metric,race,value
Wyoming,56,state,at least 2000 emergency savings,Residents of color (total),0.453321545
"Akron, OH",NA,city,at least 2000 emergency savings,Overall,0.490260005
"Akron, OH",NA,city,at least 2000 emergency savings,AAPI,NA
"Akron, OH",NA,city,at least 2000 emergency savings,Black,0.293820343
"Akron, OH",NA,city,at least 2000 emergency savings,Hispanic,NA
"Akron, OH",NA,city,at least 2000 emergency savings,White,0.595417707
"Akron, OH",NA,city,at least 2000 emergency savings,Residents of color (total),0.305319704
"Albuquerque, NM",NA,city,at least 2000 emergency savings,Overall,0.635673983
"Albuquerque, NM",NA,city,at least 2000 emergency savings,AAPI,0.723903658
"Albuquerque, NM",NA,city,at least 2000 emergency savings,Black,0.565761853
"Albuquerque, NM",NA,city,at least 2000 emergency savings,Hispanic,0.519443792
"Albuquerque, NM",NA,city,at least 2000 emergency savings,White,0.756125471
"Albuquerque, NM",NA,city,at least 2000 emergency savings,Residents of color (total),0.534336649
"Amarillo, TX",NA,city,at least 2000 emergency savings,Overall,0.590240821
"Amarillo, TX",NA,city,at least 2000 emergency savings,AAPI,NA
"Amarillo, TX",NA,city,at least 2000 emergency savings,Black,NA
"Amarillo, TX",NA,city,at least 2000 emergency savings,Hispanic,0.443297536
"Amarillo, TX",NA,city,at least 2000 emergency savings,White,0.668169257
"Amarillo, TX",NA,city,at least 2000 emergency savings,Residents of color (total),0.437010281
"Anaheim, CA",NA,city,at least 2000 emergency savings,Overall,0.660155536
"Anaheim, CA",NA,city,at least 2000 emergency savings,AAPI,0.750613782
"Anaheim, CA",NA,city,at least 2000 emergency savings,Black,NA
"Anaheim, CA",NA,city,at least 2000 emergency savings,Hispanic,0.538507871
"Anaheim, CA",NA,city,at least 2000 emergency savings,White,0.786111524
"Anaheim, CA",NA,city,at least 2000 emergency savings,Residents of color (total),0.598991985
"Anchorage, AK",NA,city,at least 2000 emergency savings,Overall,0.709404488
"Anchorage, AK",NA,city,at least 2000 emergency savings,AAPI,NA
"Anchorage, AK",NA,city,at least 2000 emergency savings,Black,NA
"Anchorage, AK",NA,city,at least 2000 emergency savings,Hispanic,NA
"Anchorage, AK",NA,city,at least 2000 emergency savings,White,0.788959734
"Anchorage, AK",NA,city,at least 2000 emergency savings,Residents of color (total),0.556698952
"Arlington, TX",NA,city,at least 2000 emergency savings,Overall,0.576316493
"Arlington, TX",NA,city,at least 2000 emergency savings,AAPI,0.690548603
"Arlington, TX",NA,city,at least 2000 emergency savings,Black,0.460670027
"Arlington, TX",NA,city,at least 2000 emergency savings,Hispanic,0.461000395
"Arlington, TX",NA,city,at least 2000 emergency savings,White,0.732785646
"Arlington, TX",NA,city,at least 2000 emergency savings,Residents of color (total),0.483977863
"Arlington, VA",NA,city,at least 2000 emergency savings,Overall,0.818204081
"Arlington, VA",NA,city,at least 2000 emergency savings,AAPI,0.739840098
"Arlington, VA",NA,city,at least 2000 emergency savings,Black,0.581286664
"Arlington, VA",NA,city,at least 2000 emergency savings,Hispanic,0.611142878
"Arlington, VA",NA,city,at least 2000 emergency savings,White,0.901868913
"Arlington, VA",NA,city,at least 2000 emergency savings,Residents of color (total),0.658795323
"Atlanta, GA",NA,city,at least 2000 emergency savings,Overall,0.660882767
"Atlanta, GA",NA,city,at least 2000 emergency savings,AAPI,0.784628206
"Atlanta, GA",NA,city,at least 2000 emergency savings,Black,0.372248042
"Atlanta, GA",NA,city,at least 2000 emergency savings,Hispanic,0.667060561
"Atlanta, GA",NA,city,at least 2000 emergency savings,White,0.889786781
"Atlanta, GA",NA,city,at least 2000 emergency savings,Residents of color (total),0.4525082
"Aurora, CO",NA,city,at least 2000 emergency savings,Overall,0.62561349
"Aurora, CO",NA,city,at least 2000 emergency savings,AAPI,NA
"Aurora, CO",NA,city,at least 2000 emergency savings,Black,0.463891582
"Aurora, CO",NA,city,at least 2000 emergency savings,Hispanic,0.426777312
"Aurora, CO",NA,city,at least 2000 emergency savings,White,0.789225527
"Aurora, CO",NA,city,at least 2000 emergency savings,Residents of color (total),0.480539207
"Austin, TX",NA,city,at least 2000 emergency savings,Overall,0.722561179
"Austin, TX",NA,city,at least 2000 emergency savings,AAPI,0.807334538
"Austin, TX",NA,city,at least 2000 emergency savings,Black,0.45764685
"Austin, TX",NA,city,at least 2000 emergency savings,Hispanic,0.52287728
"Austin, TX",NA,city,at least 2000 emergency savings,White,0.836591775
"Austin, TX",NA,city,at least 2000 emergency savings,Residents of color (total),0.560067064
"Bakersfield, CA",NA,city,at least 2000 emergency savings,Overall,0.55745625
"Bakersfield, CA",NA,city,at least 2000 emergency savings,AAPI,0.768027747
"Bakersfield, CA",NA,city,at least 2000 emergency savings,Black,0.372152234
"Bakersfield, CA",NA,city,at least 2000 emergency savings,Hispanic,0.438674405
"Bakersfield, CA",NA,city,at least 2000 emergency savings,White,0.750621439
"Bakersfield, CA",NA,city,at least 2000 emergency savings,Residents of color (total),0.45853495
"Baltimore, MD",NA,city,at least 2000 emergency savings,Overall,0.518126742
"Baltimore, MD",NA,city,at least 2000 emergency savings,AAPI,0.738082674
"Baltimore, MD",NA,city,at least 2000 emergency savings,Black,0.363269142
"Baltimore, MD",NA,city,at least 2000 emergency savings,Hispanic,0.560054474
"Baltimore, MD",NA,city,at least 2000 emergency savings,White,0.785334424
"Baltimore, MD",NA,city,at least 2000 emergency savings,Residents of color (total),0.393873395
"Birmingham, AL",NA,city,at least 2000 emergency savings,Overall,0.399304083
"Birmingham, AL",NA,city,at least 2000 emergency savings,AAPI,NA
"Birmingham, AL",NA,city,at least 2000 emergency savings,Black,0.297589227
"Birmingham, AL",NA,city,at least 2000 emergency savings,Hispanic,NA
"Birmingham, AL",NA,city,at least 2000 emergency savings,White,0.676357334
"Birmingham, AL",NA,city,at least 2000 emergency savings,Residents of color (total),0.307591711
"Boise, ID",NA,city,at least 2000 emergency savings,Overall,0.727336477
"Boise, ID",NA,city,at least 2000 emergency savings,AAPI,NA
"Boise, ID",NA,city,at least 2000 emergency savings,Black,NA
"Boise, ID",NA,city,at least 2000 emergency savings,Hispanic,NA
"Boise, ID",NA,city,at least 2000 emergency savings,White,0.744433792
"Boise, ID",NA,city,at least 2000 emergency savings,Residents of color (total),0.611813585
"Boston, MA",NA,city,at least 2000 emergency savings,Overall,0.674822442
"Boston, MA",NA,city,at least 2000 emergency savings,AAPI,0.651778206
"Boston, MA",NA,city,at least 2000 emergency savings,Black,0.456999
"Boston, MA",NA,city,at least 2000 emergency savings,Hispanic,0.433066898
"Boston, MA",NA,city,at least 2000 emergency savings,White,0.84885875
"Boston, MA",NA,city,at least 2000 emergency savings,Residents of color (total),0.496477951
"Buffalo, NY",NA,city,at least 2000 emergency savings,Overall,0.478875321
"Buffalo, NY",NA,city,at least 2000 emergency savings,AAPI,NA
"Buffalo, NY",NA,city,at least 2000 emergency savings,Black,0.346501952
"Buffalo, NY",NA,city,at least 2000 emergency savings,Hispanic,0.286657254
"Buffalo, NY",NA,city,at least 2000 emergency savings,White,0.6274994
"Buffalo, NY",NA,city,at least 2000 emergency savings,Residents of color (total),0.346871
"Chandler, AZ",NA,city,at least 2000 emergency savings,Overall,0.753446859
"Chandler, AZ",NA,city,at least 2000 emergency savings,AAPI,0.851411793
"Chandler, AZ",NA,city,at least 2000 emergency savings,Black,NA
"Chandler, AZ",NA,city,at least 2000 emergency savings,Hispanic,0.52251416
"Chandler, AZ",NA,city,at least 2000 emergency savings,White,0.803702155
"Chandler, AZ",NA,city,at least 2000 emergency savings,Residents of color (total),0.650071107
"Charlotte, NC",NA,city,at least 2000 emergency savings,Overall,0.662224661
"Charlotte, NC",NA,city,at least 2000 emergency savings,AAPI,0.803884774
"Charlotte, NC",NA,city,at least 2000 emergency savings,Black,0.469103608
"Charlotte, NC",NA,city,at least 2000 emergency savings,Hispanic,0.45882306
"Charlotte, NC",NA,city,at least 2000 emergency savings,White,0.824002596
"Charlotte, NC",NA,city,at least 2000 emergency savings,Residents of color (total),0.504613118
"Chattanooga, TN",NA,city,at least 2000 emergency savings,Overall,0.598388089
