geo_name,geo_id,geo_level,metric,value
Arizona,4,state,has_delinq_pct,0.2976
Arizona,4,state,score_cleanpos_p50,703
Arizona,4,state,had_foreclosure_2yr_pct,9e-4
Arkansas,5,state,has_delinq_pct,0.3726
Arkansas,5,state,score_cleanpos_p50,675
Arkansas,5,state,had_foreclosure_2yr_pct,0.0014
California,6,state,has_delinq_pct,0.2274
California,6,state,score_cleanpos_p50,720
California,6,state,had_foreclosure_2yr_pct,5e-4
Colorado,8,state,has_delinq_pct,0.2316
Colorado,8,state,score_cleanpos_p50,729
Colorado,8,state,had_foreclosure_2yr_pct,7e-4
Connecticut,9,state,has_delinq_pct,0.2389
Connecticut,9,state,score_cleanpos_p50,729
Connecticut,9,state,had_foreclosure_2yr_pct,0.0016
Delaware,10,state,has_delinq_pct,0.3068
Delaware,10,state,score_cleanpos_p50,708
Delaware,10,state,had_foreclosure_2yr_pct,0.0023
District of Columbia,11,state,has_delinq_pct,0.2573
District of Columbia,11,state,score_cleanpos_p50,712
District of Columbia,11,state,had_foreclosure_2yr_pct,5e-4
Florida,12,state,has_delinq_pct,0.3214
Florida,12,state,score_cleanpos_p50,696
Florida,12,state,had_foreclosure_2yr_pct,0.0013
Georgia,13,state,has_delinq_pct,0.3696
Georgia,13,state,score_cleanpos_p50,675
Georgia,13,state,had_foreclosure_2yr_pct,0.0012
Hawaii,15,state,has_delinq_pct,0.1855
Hawaii,15,state,score_cleanpos_p50,730
Hawaii,15,state,had_foreclosure_2yr_pct,8e-4
Idaho,16,state,has_delinq_pct,0.2122
Idaho,16,state,score_cleanpos_p50,724
Idaho,16,state,had_foreclosure_2yr_pct,8e-4
Illinois,17,state,has_delinq_pct,0.2768
Illinois,17,state,score_cleanpos_p50,716
Illinois,17,state,had_foreclosure_2yr_pct,0.0015
Indiana,18,state,has_delinq_pct,0.2988
Indiana,18,state,score_cleanpos_p50,697
Indiana,18,state,had_foreclosure_2yr_pct,0.0014
Iowa,19,state,has_delinq_pct,0.2189
Iowa,19,state,score_cleanpos_p50,732
Iowa,19,state,had_foreclosure_2yr_pct,0.001
Kansas,20,state,has_delinq_pct,0.2749
Kansas,20,state,score_cleanpos_p50,710
Kansas,20,state,had_foreclosure_2yr_pct,0.0014
Kentucky,21,state,has_delinq_pct,0.3503
Kentucky,21,state,score_cleanpos_p50,681
Kentucky,21,state,had_foreclosure_2yr_pct,0.0012
Louisiana,22,state,has_delinq_pct,0.4002
Louisiana,22,state,score_cleanpos_p50,673
Louisiana,22,state,had_foreclosure_2yr_pct,0.0015
Maine,23,state,has_delinq_pct,0.2627
Maine,23,state,score_cleanpos_p50,726
Maine,23,state,had_foreclosure_2yr_pct,0.0016
Maryland,24,state,has_delinq_pct,0.2683
Maryland,24,state,score_cleanpos_p50,712
Maryland,24,state,had_foreclosure_2yr_pct,0.0016
Massachusetts,25,state,has_delinq_pct,0.186
Massachusetts,25,state,score_cleanpos_p50,738
Massachusetts,25,state,had_foreclosure_2yr_pct,8e-4
Michigan,26,state,has_delinq_pct,0.2758
Michigan,26,state,score_cleanpos_p50,719
Michigan,26,state,had_foreclosure_2yr_pct,7e-4
Minnesota,27,state,has_delinq_pct,0.142
Minnesota,27,state,score_cleanpos_p50,746
Minnesota,27,state,had_foreclosure_2yr_pct,8e-4
Mississippi,28,state,has_delinq_pct,0.3841
Mississippi,28,state,score_cleanpos_p50,667
Mississippi,28,state,had_foreclosure_2yr_pct,0.0017
Missouri,29,state,has_delinq_pct,0.3128
Missouri,29,state,score_cleanpos_p50,704
Missouri,29,state,had_foreclosure_2yr_pct,0.0011
Montana,30,state,has_delinq_pct,0.2121
Montana,30,state,score_cleanpos_p50,728
Montana,30,state,had_foreclosure_2yr_pct,8e-4
Nebraska,31,state,has_delinq_pct,0.1898
Nebraska,31,state,score_cleanpos_p50,730
Nebraska,31,state,had_foreclosure_2yr_pct,8e-4
Nevada,32,state,has_delinq_pct,0.3415
Nevada,32,state,score_cleanpos_p50,685
Nevada,32,state,had_foreclosure_2yr_pct,8e-4
New Hampshire,33,state,has_delinq_pct,0.1874
New Hampshire,33,state,score_cleanpos_p50,739
New Hampshire,33,state,had_foreclosure_2yr_pct,6e-4
New Jersey,34,state,has_delinq_pct,0.2366
New Jersey,34,state,score_cleanpos_p50,724
New Jersey,34,state,had_foreclosure_2yr_pct,0.0017
New Mexico,35,state,has_delinq_pct,0.3399
New Mexico,35,state,score_cleanpos_p50,680
New Mexico,35,state,had_foreclosure_2yr_pct,0.0015
New York,36,state,has_delinq_pct,0.2187
New York,36,state,score_cleanpos_p50,724
New York,36,state,had_foreclosure_2yr_pct,9e-4
North Carolina,37,state,has_delinq_pct,0.3461
North Carolina,37,state,score_cleanpos_p50,695
North Carolina,37,state,had_foreclosure_2yr_pct,0.0012
North Dakota,38,state,has_delinq_pct,0.1729
North Dakota,38,state,score_cleanpos_p50,733
North Dakota,38,state,had_foreclosure_2yr_pct,0.001
Ohio,39,state,has_delinq_pct,0.3111
Ohio,39,state,score_cleanpos_p50,702
Ohio,39,state,had_foreclosure_2yr_pct,0.0011
Oklahoma,40,state,has_delinq_pct,0.3779
Oklahoma,40,state,score_cleanpos_p50,675
Oklahoma,40,state,had_foreclosure_2yr_pct,0.0017
Oregon,41,state,has_delinq_pct,0.1799
Oregon,41,state,score_cleanpos_p50,730
Oregon,41,state,had_foreclosure_2yr_pct,6e-4
Pennsylvania,42,state,has_delinq_pct,0.2542
Pennsylvania,42,state,score_cleanpos_p50,727
Pennsylvania,42,state,had_foreclosure_2yr_pct,0.0014
Rhode Island,44,state,has_delinq_pct,0.2306
Rhode Island,44,state,score_cleanpos_p50,722
Rhode Island,44,state,had_foreclosure_2yr_pct,0.0016
South Carolina,45,state,has_delinq_pct,0.4
South Carolina,45,state,score_cleanpos_p50,675
South Carolina,45,state,had_foreclosure_2yr_pct,0.0017
South Dakota,46,state,has_delinq_pct,0.1644
South Dakota,46,state,score_cleanpos_p50,733
South Dakota,46,state,had_foreclosure_2yr_pct,7e-4
Tennessee,47,state,has_delinq_pct,0.3409
Tennessee,47,state,score_cleanpos_p50,690
Tennessee,47,state,had_foreclosure_2yr_pct,0.0011
Texas,48,state,has_delinq_pct,0.4026
Texas,48,state,score_cleanpos_p50,675
Texas,48,state,had_foreclosure_2yr_pct,9e-4
Utah,49,state,has_delinq_pct,0.2053
Utah,49,state,score_cleanpos_p50,723
Utah,49,state,had_foreclosure_2yr_pct,6e-4
Vermont,50,state,has_delinq_pct,0.1774
Vermont,50,state,score_cleanpos_p50,740
Vermont,50,state,had_foreclosure_2yr_pct,0.0011
Virginia,51,state,has_delinq_pct,0.2668
Virginia,51,state,score_cleanpos_p50,720
Virginia,51,state,had_foreclosure_2yr_pct,0.0012
Washington,53,state,has_delinq_pct,0.1722
Washington,53,state,score_cleanpos_p50,736
Washington,53,state,had_foreclosure_2yr_pct,6e-4
West Virginia,54,state,has_delinq_pct,0.397
West Virginia,54,state,score_cleanpos_p50,677
West Virginia,54,state,had_foreclosure_2yr_pct,0.0012
Wisconsin,55,state,has_delinq_pct,0.2114
Wisconsin,55,state,score_cleanpos_p50,740
Wisconsin,55,state,had_foreclosure_2yr_pct,7e-4
Wyoming,56,state,has_delinq_pct,0.2565
Wyoming,56,state,score_cleanpos_p50,718
Wyoming,56,state,had_foreclosure_2yr_pct,0.0013
"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",100100,PUMA,median net worth,80634.844
"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",100100,PUMA,homeownership_rate,0.684
"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",100100,PUMA,median_home_value_among_homeowners,130000
"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",100100,PUMA,at least 2000 emergency savings,0.5464
"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",100100,PUMA,score_cleanpos_p50,675
"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",100100,PUMA,has_delinq_pct,0.3705
"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",100100,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1112
"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",100100,PUMA,had_foreclosure_2yr_pct,0.0012
"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",100100,PUMA,share_of_low_income_households_with_housing_cost_burden,0.4139
"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",100100,PUMA,share_of_people_with_health_insurance,0.9033
Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),100200,PUMA,median net worth,164477.75
Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),100200,PUMA,homeownership_rate,0.8155
Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),100200,PUMA,median_home_value_among_homeowners,185000
Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),100200,PUMA,at least 2000 emergency savings,0.6896
Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),100200,PUMA,score_cleanpos_p50,704
Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),100200,PUMA,has_delinq_pct,0.3085
Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),100200,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0962
Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),100200,PUMA,had_foreclosure_2yr_pct,0.001
Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),100200,PUMA,share_of_low_income_households_with_housing_cost_burden,0.5371
Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),100200,PUMA,share_of_people_with_health_insurance,0.9024
Huntsville (North) & Madison (East) Cities,100301,PUMA,median net worth,95600.883
Huntsville (North) & Madison (East) Cities,100301,PUMA,homeownership_rate,0.6256
Huntsville (North) & Madison (East) Cities,100301,PUMA,median_home_value_among_homeowners,180000
Huntsville (North) & Madison (East) Cities,100301,PUMA,at least 2000 emergency savings,0.6656
Huntsville (North) & Madison (East) Cities,100301,PUMA,score_cleanpos_p50,672
Huntsville (North) & Madison (East) Cities,100301,PUMA,has_delinq_pct,0.3958
Huntsville (North) & Madison (East) Cities,100301,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1187
Huntsville (North) & Madison (East) Cities,100301,PUMA,had_foreclosure_2yr_pct,0
Huntsville (North) & Madison (East) Cities,100301,PUMA,share_of_low_income_households_with_housing_cost_burden,0.5479
Huntsville (North) & Madison (East) Cities,100301,PUMA,share_of_people_with_health_insurance,0.9271
Huntsville City (Central & South),100302,PUMA,median net worth,70767.773
Huntsville City (Central & South),100302,PUMA,homeownership_rate,0.5206
Huntsville City (Central & South),100302,PUMA,median_home_value_among_homeowners,200000
Huntsville City (Central & South),100302,PUMA,at least 2000 emergency savings,0.5829
Huntsville City (Central & South),100302,PUMA,score_cleanpos_p50,746.5
Huntsville City (Central & South),100302,PUMA,has_delinq_pct,0.1915
Huntsville City (Central & South),100302,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0959
Huntsville City (Central & South),100302,PUMA,had_foreclosure_2yr_pct,0.0023
Huntsville City (Central & South),100302,PUMA,share_of_low_income_households_with_housing_cost_burden,0.5607
Huntsville City (Central & South),100302,PUMA,share_of_people_with_health_insurance,0.8994
DeKalb & Jackson Counties,100400,PUMA,median net worth,75261.508
DeKalb & Jackson Counties,100400,PUMA,homeownership_rate,0.7328
DeKalb & Jackson Counties,100400,PUMA,median_home_value_among_homeowners,110000
DeKalb & Jackson Counties,100400,PUMA,at least 2000 emergency savings,0.5206
DeKalb & Jackson Counties,100400,PUMA,score_cleanpos_p50,671
DeKalb & Jackson Counties,100400,PUMA,has_delinq_pct,0.3811
DeKalb & Jackson Counties,100400,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1141
DeKalb & Jackson Counties,100400,PUMA,had_foreclosure_2yr_pct,0.0024
DeKalb & Jackson Counties,100400,PUMA,share_of_low_income_households_with_housing_cost_burden,0.378
DeKalb & Jackson Counties,100400,PUMA,share_of_people_with_health_insurance,0.8733
Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),100500,PUMA,median net worth,113977.98
Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),100500,PUMA,homeownership_rate,0.7313
Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),100500,PUMA,median_home_value_among_homeowners,155000
Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),100500,PUMA,at least 2000 emergency savings,0.5973
Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),100500,PUMA,score_cleanpos_p50,693
Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),100500,PUMA,has_delinq_pct,0.3322
Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),100500,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1123
Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),100500,PUMA,had_foreclosure_2yr_pct,6e-4
Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),100500,PUMA,share_of_low_income_households_with_housing_cost_burden,0.4749
Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),100500,PUMA,share_of_people_with_health_insurance,0.9111
Morgan & Lawrence Counties--Decatur City,100600,PUMA,median net worth,104985.78
Morgan & Lawrence Counties--Decatur City,100600,PUMA,homeownership_rate,0.7747
Morgan & Lawrence Counties--Decatur City,100600,PUMA,median_home_value_among_homeowners,140000
Morgan & Lawrence Counties--Decatur City,100600,PUMA,at least 2000 emergency savings,0.5885
Morgan & Lawrence Counties--Decatur City,100600,PUMA,score_cleanpos_p50,675
Morgan & Lawrence Counties--Decatur City,100600,PUMA,has_delinq_pct,0.3782
Morgan & Lawrence Counties--Decatur City,100600,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1096
Morgan & Lawrence Counties--Decatur City,100600,PUMA,had_foreclosure_2yr_pct,0
Morgan & Lawrence Counties--Decatur City,100600,PUMA,share_of_low_income_households_with_housing_cost_burden,0.4385
Morgan & Lawrence Counties--Decatur City,100600,PUMA,share_of_people_with_health_insurance,0.8976
Cullman & Winston Counties,100700,PUMA,median net worth,89287.219
Cullman & Winston Counties,100700,PUMA,homeownership_rate,0.7936
Cullman & Winston Counties,100700,PUMA,median_home_value_among_homeowners,120000
Cullman & Winston Counties,100700,PUMA,at least 2000 emergency savings,0.5509
Cullman & Winston Counties,100700,PUMA,score_cleanpos_p50,675
Cullman & Winston Counties,100700,PUMA,has_delinq_pct,0.3366
Cullman & Winston Counties,100700,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1167
Cullman & Winston Counties,100700,PUMA,had_foreclosure_2yr_pct,0.0044
Cullman & Winston Counties,100700,PUMA,share_of_low_income_households_with_housing_cost_burden,0.2906
Cullman & Winston Counties,100700,PUMA,share_of_people_with_health_insurance,0.902
St. Clair & Blount Counties,100800,PUMA,median net worth,107313.64
St. Clair & Blount Counties,100800,PUMA,homeownership_rate,0.7557
St. Clair & Blount Counties,100800,PUMA,median_home_value_among_homeowners,150000
St. Clair & Blount Counties,100800,PUMA,at least 2000 emergency savings,0.6116
St. Clair & Blount Counties,100800,PUMA,score_cleanpos_p50,686
St. Clair & Blount Counties,100800,PUMA,has_delinq_pct,0.3197
St. Clair & Blount Counties,100800,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0822
St. Clair & Blount Counties,100800,PUMA,had_foreclosure_2yr_pct,0.0014
St. Clair & Blount Counties,100800,PUMA,share_of_low_income_households_with_housing_cost_burden,0.4307
St. Clair & Blount Counties,100800,PUMA,share_of_people_with_health_insurance,0.8863
Etowah County,100900,PUMA,median net worth,70087.211
Etowah County,100900,PUMA,homeownership_rate,0.7257
Etowah County,100900,PUMA,median_home_value_among_homeowners,110000
Etowah County,100900,PUMA,at least 2000 emergency savings,0.5057
Etowah County,100900,PUMA,score_cleanpos_p50,672
Etowah County,100900,PUMA,has_delinq_pct,0.3805
Etowah County,100900,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0825
Etowah County,100900,PUMA,had_foreclosure_2yr_pct,0.002
Etowah County,100900,PUMA,share_of_low_income_households_with_housing_cost_burden,0.4382
Etowah County,100900,PUMA,share_of_people_with_health_insurance,0.8508
"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",101000,PUMA,median net worth,81695.352
"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",101000,PUMA,homeownership_rate,0.7623
"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",101000,PUMA,median_home_value_among_homeowners,110000
"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",101000,PUMA,at least 2000 emergency savings,0.5148
"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",101000,PUMA,score_cleanpos_p50,660
"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",101000,PUMA,has_delinq_pct,0.4377
"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",101000,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1401
"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",101000,PUMA,had_foreclosure_2yr_pct,0.001
"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",101000,PUMA,share_of_low_income_households_with_housing_cost_burden,0.3708
"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",101000,PUMA,share_of_people_with_health_insurance,0.8779
Calhoun County,101100,PUMA,median net worth,76642.891
Calhoun County,101100,PUMA,homeownership_rate,0.7055
Calhoun County,101100,PUMA,median_home_value_among_homeowners,125000
Calhoun County,101100,PUMA,at least 2000 emergency savings,0.5507
Calhoun County,101100,PUMA,score_cleanpos_p50,660
Calhoun County,101100,PUMA,has_delinq_pct,0.4581
Calhoun County,101100,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1111
Calhoun County,101100,PUMA,had_foreclosure_2yr_pct,0
Calhoun County,101100,PUMA,share_of_low_income_households_with_housing_cost_burden,0.4914
Calhoun County,101100,PUMA,share_of_people_with_health_insurance,0.8905
Shelby County,101200,PUMA,median net worth,209789.19
Shelby County,101200,PUMA,homeownership_rate,0.8191
Shelby County,101200,PUMA,median_home_value_among_homeowners,225000
Shelby County,101200,PUMA,at least 2000 emergency savings,0.7328
Shelby County,101200,PUMA,score_cleanpos_p50,719.5
Shelby County,101200,PUMA,has_delinq_pct,0.2606
Shelby County,101200,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0721
Shelby County,101200,PUMA,had_foreclosure_2yr_pct,0.0012
Shelby County,101200,PUMA,share_of_low_income_households_with_housing_cost_burden,0.5666
Shelby County,101200,PUMA,share_of_people_with_health_insurance,0.9381
Birmingham City (West),101301,PUMA,median net worth,18234.744
Birmingham City (West),101301,PUMA,homeownership_rate,0.5098
Birmingham City (West),101301,PUMA,median_home_value_among_homeowners,80000
Birmingham City (West),101301,PUMA,at least 2000 emergency savings,0.3408
Birmingham City (West),101301,PUMA,score_cleanpos_p50,621
Birmingham City (West),101301,PUMA,has_delinq_pct,0.5496
Birmingham City (West),101301,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1322
Birmingham City (West),101301,PUMA,had_foreclosure_2yr_pct,0.0013
Birmingham City (West),101301,PUMA,share_of_low_income_households_with_housing_cost_burden,0.5566
Birmingham City (West),101301,PUMA,share_of_people_with_health_insurance,0.8677
Birmingham City (East),101302,PUMA,median net worth,13728.946
Birmingham City (East),101302,PUMA,homeownership_rate,0.4149
Birmingham City (East),101302,PUMA,median_home_value_among_homeowners,150000
Birmingham City (East),101302,PUMA,at least 2000 emergency savings,0.4463
Birmingham City (East),101302,PUMA,score_cleanpos_p50,653
Birmingham City (East),101302,PUMA,has_delinq_pct,0.461
Birmingham City (East),101302,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.131
Birmingham City (East),101302,PUMA,had_foreclosure_2yr_pct,7e-4
Birmingham City (East),101302,PUMA,share_of_low_income_households_with_housing_cost_burden,0.6785
Birmingham City (East),101302,PUMA,share_of_people_with_health_insurance,0.867
"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",101303,PUMA,median net worth,198836.84
"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",101303,PUMA,homeownership_rate,0.6231
"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",101303,PUMA,median_home_value_among_homeowners,310000
"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",101303,PUMA,at least 2000 emergency savings,0.759
"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",101303,PUMA,score_cleanpos_p50,753.5
"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",101303,PUMA,has_delinq_pct,0.1591
"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",101303,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0488
"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",101303,PUMA,had_foreclosure_2yr_pct,0
"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",101303,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7382
"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",101303,PUMA,share_of_people_with_health_insurance,0.9314
"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",101304,PUMA,median net worth,108570.12
"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",101304,PUMA,homeownership_rate,0.7443
"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",101304,PUMA,median_home_value_among_homeowners,150000
"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",101304,PUMA,at least 2000 emergency savings,0.599
"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",101304,PUMA,score_cleanpos_p50,691
"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",101304,PUMA,has_delinq_pct,0.3179
"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",101304,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0724
"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",101304,PUMA,had_foreclosure_2yr_pct,0
"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",101304,PUMA,share_of_low_income_households_with_housing_cost_burden,0.5708
"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",101304,PUMA,share_of_people_with_health_insurance,0.9195
